GRE Score,GPA,IELTS Score,Research Paper,University Ranking,University Name,Admit Probability,country,course
74,0.3,3.2,45,84,Nipissing University,0.83,CANADA,CE/CS
105,0.7,5.2,27,72,University of Windsor,0.12,CANADA,CE/CS
119,2.3,1.2,24,85,University of Fraser Valley,0.88,CANADA,CE/CS
229,1.5,3.0,7,16,University of Prince Edward Island,0.57,CANADA,CE/CS
308,1.6,8.1,75,23,Queen's University,0.3,CANADA,CE/CS
269,3.0,6.8,92,21,University of Victoria,0.85,CANADA,CE/CS
25,2.7,1.1,33,93,University of New Brunswick,0.71,CANADA,CE/CS
230,3.2,4.2,72,43,University of Western Ontario,0.41,CANADA,CE/CS
176,2.2,4.3,65,10,Royal Roads University,0.06,CANADA,CE/CS
299,1.1,3.9,76,15,University of Toronto,0.51,CANADA,CE/CS
148,1.4,0.6,92,90,Thompson Rivers University,0.42,CANADA,CE/CS
50,1.3,7.2,76,49,University of Winnipeg,0.33,CANADA,CE/CS
114,1.8,0.5,43,85,University of New Brunswick,0.55,CANADA,CE/CS
203,3.1,7.0,92,32,York University,0.18,CANADA,CE/CS
264,0.9,7.1,68,9,University of Lethbridge,0.51,CANADA,CE/CS
196,3.8,7.6,55,92,University of Alberta,0.58,CANADA,CE/CS
98,2.9,0.4,75,59,Bishop's University,0.4,CANADA,CE/CS
182,2.4,0.3,27,53,University of Sherbrooke,0.89,CANADA,CE/CS
329,2.9,0.5,10,68,Laurentian University,0.01,CANADA,CE/CS
152,1.5,5.1,98,4,University of Manitoba,0.01,CANADA,CE/CS
36,1.4,5.5,83,71,Athabasca University,0.63,CANADA,CE/CS
301,1.5,7.8,45,63,Bishop's University,0.81,CANADA,CE/CS
252,4.0,7.1,27,63,Saint Mary's University,0.53,CANADA,CE/CS
302,1.8,3.7,29,62,University of Toronto,0.84,CANADA,CE/CS
39,3.0,7.1,53,6,University of Regina,0.18,CANADA,CE/CS
310,3.0,5.6,13,56,Memorial University of Newfoundland,0.15,CANADA,CE/CS
79,1.4,6.8,23,78,University of Western Ontario,0.23,CANADA,CE/CS
327,1.0,4.8,44,19,University of Prince Edward Island,0.92,CANADA,CE/CS
44,3.4,1.2,50,10,Mount Royal University,0.76,CANADA,CE/CS
231,1.0,4.2,44,13,Mount Allison University,0.69,CANADA,CE/CS
131,2.3,4.5,41,79,University of Victoria,0.3,CANADA,CE/CS
58,1.6,6.6,21,73,Royal Roads University,0.43,CANADA,CE/CS
65,2.7,6.6,30,64,Thompson Rivers University,0.5,CANADA,CE/CS
159,3.6,4.4,51,47,Cape Breton University,0.43,CANADA,CE/CS
15,1.3,2.7,33,35,University of Ottawa,0.84,CANADA,CE/CS
70,1.9,2.4,10,98,University of Prince Edward Island,0.04,CANADA,CE/CS
